"syscode"|"inhoud"|"jaar"|"author"
"883"|"Introduction, in: Oberthür Sebastian and Thomas Gehring (eds.), <span style=\"font-style: italic;\">Institutional Interaction in Global Environmental Governance. Synergy and Conflict among International and EU Policies</span>, Cambridge: MIT Press 2006, 1-18<w:lsdexception locked=\"false\" unhidewhenused=\"false\" name=\"Placeholder Text\"><w:lsdexception locked=\"false\" priority=\"1\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"No Spacing\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 1\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 1\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 1\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 1\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 1\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 1\"><w:lsdexception locked=\"false\" unhidewhenused=\"false\" name=\"Revision\"><w:lsdexception locked=\"false\" priority=\"34\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"List Paragraph\"><w:lsdexception locked=\"false\" priority=\"29\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Quote\"><w:lsdexception locked=\"false\" priority=\"30\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Intense Quote\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 1\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 1\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 1\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 1\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 1\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 1\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 1\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 1\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 2\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 2\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 2\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 2\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 2\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 2\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 2\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 2\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 2\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 2\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 2\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 2\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 2\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 2\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 3\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 3\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 3\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 3\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 3\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 3\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 3\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 3\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 3\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 3\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 3\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 3\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 3\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 3\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 4\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 4\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 4\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 4\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 4\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 4\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 4\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 4\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 4\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 4\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 4\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 4\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 4\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 4\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 5\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 5\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 5\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 5\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 5\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 5\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 5\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 5\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 5\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 5\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 5\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 5\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 5\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 5\"><w:lsdexception locked=\"false\" priority=\"60\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Shading Accent 6\"><w:lsdexception locked=\"false\" priority=\"61\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light List Accent 6\"><w:lsdexception locked=\"false\" priority=\"62\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Light Grid Accent 6\"><w:lsdexception locked=\"false\" priority=\"63\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 1 Accent 6\"><w:lsdexception locked=\"false\" priority=\"64\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Shading 2 Accent 6\"><w:lsdexception locked=\"false\" priority=\"65\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 1 Accent 6\"><w:lsdexception locked=\"false\" priority=\"66\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium List 2 Accent 6\"><w:lsdexception locked=\"false\" priority=\"67\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 1 Accent 6\"><w:lsdexception locked=\"false\" priority=\"68\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 2 Accent 6\"><w:lsdexception locked=\"false\" priority=\"69\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Medium Grid 3 Accent 6\"><w:lsdexception locked=\"false\" priority=\"70\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Dark List Accent 6\"><w:lsdexception locked=\"false\" priority=\"71\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Shading Accent 6\"><w:lsdexception locked=\"false\" priority=\"72\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful List Accent 6\"><w:lsdexception locked=\"false\" priority=\"73\" semihidden=\"false\" unhidewhenused=\"false\" name=\"Colorful Grid Accent 6\"><w:lsdexception locked=\"false\" priority=\"19\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Subtle Emphasis\"><w:lsdexception locked=\"false\" priority=\"21\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Intense Emphasis\"><w:lsdexception locked=\"false\" priority=\"31\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Subtle Reference\"><w:lsdexception locked=\"false\" priority=\"32\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Intense Reference\"><w:lsdexception locked=\"false\" priority=\"33\" semihidden=\"false\" unhidewhenused=\"false\" qformat=\"true\" name=\"Book Title\"></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception></w:lsdexception>"|"2006"|"GEHRING, Thomas & OBERTHÜR, Sebastian"
"57"|"<a href=\"http://poli.vub.ac.be/publi/orderbooks/secession.html\"><span style=\"font-style: italic;\">Secession, History and the Social Sciences</span>,</a> Brussels, VUB University Press "|"2002"|"COPPIETERS, Bruno & HUYSSEUNE, Michel (eds)"
"58"|"<a href=\"http://www.chathamhouse.org.uk/publications/books/view/-/id/871/\"><span style=\"font-style: italic;\">Federalism and Conflict in the Caucasus</span></a>, Central Asian and Caucasian Prospects Series, London, Royal Institute of International Affairs "|"2001"|"COPPIETERS, Bruno"
"750"|"The Environmental Security Dimension, in: Friedemann Müller and Susanne Ott (eds.), <span style=\"font-style: italic;\">Bridging Divides – Transformation in Eastern Europe: Connecting Energy and Environment</span>, Baden-Baden: Nomos 1998, 249-266"|"1998"|"CARIUS, Alexander & OBERTHÜR, Sebastian"
"751"|"Montreal Protocol: 10 Years After, in: <span style=\"font-style: italic;\">Environmental Policy and Law</span>, Vol. 27 (1997) No. 6, 432-440"|"1997"|"OBERTHÜR, Sebastian"
"752"|"Spring in Climate Negotiations?, in: <span style=\"font-style: italic;\">Environmental Policy and Law</span>, Vol. 27 (1997) No. 3, 192-196"|"1997"|"EHRMANN, Markus & OBERTHÜR, Sebastian "
"753"|"NATO/CCMS Pilot Study: Environment and Security in an International Context. State of the Art and Perspectives, Interim Report, October 1996, in: <span style=\"font-style: italic;\">Environmental Change and Security Project Report</span>, No. 3 (Spring 1997: The Woodrow Wilson Center), 55-65"|"1997"|"CARISU, Alexander, Melanie KEMPER, OBERTHÜR, Sebastian & Detlef SPRINZ"
"754"|"Internationale Umweltpolitik durch Verhandlungen und Verträge, in: Thomas Gehring and Oberthür, Sebastian (eds.), <span style=\"font-style: italic;\">Internationale Umweltregime. Umweltschutz durch Verhandlungen und Verträge</span>, Opladen 1997, 219-235"|"1997"|"OBERTHÜR, Sebastian and Thomas GEHRING"
"755"|"“Putnam interpreteren vanuit een Italiaanse context”, <span style=\"font-style: italic;\">Tijdschrift voor Sociologie</span>, 1999, Vol. 20, N° 3-4&nbsp; Also published in: Marc Hooghe (ed.), <span style=\"font-style: italic;\">Sociaal kapitaal en democratie. Verenigingsleven, sociaal kapitaal en politieke cultuur</span>. Leuven/Leusden, Acco, 2000, pp. 61-79"|"1999"|"HUYSSEUNE, Michel"
"756"|"“Rational Causes and Paradoxical Consequences of an Art-less Attitude: the Case of Volney”, <span style=\"font-style: italic;\">Studies on Voltaire and the Eighteenth Century</span>, N° 347, 1997 (Transactions of the 9th International Congress on the Enlightenment, Münster, July 23-29, 1995), p. 804"|"1995"|"HUYSSEUNE, Michel"
